date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2009-07-27 00:00:00+00:00,160.1,160.88,157.26,160.17,15475400,20.0337592286,20.1313628026,19.6783821129,20.0425185237,108327908,0.0,1.0
2009-07-28 00:00:00+00:00,160.0,160.105,157.6,158.88,12984100,20.0212459498,20.0343848925,19.7209272606,19.8810972282,90888790,0.0,1.0
2009-07-29 00:00:00+00:00,160.03,160.45,158.25,158.9,13648500,20.0249999335,20.0775557041,19.8022635723,19.8835998839,95539595,0.0,1.0
2009-07-30 00:00:00+00:00,162.79,164.72,161.5,161.7,16771600,20.3703664261,20.6118727054,20.2089451306,20.2339716881,117401317,0.0,1.0
2009-07-31 00:00:00+00:00,163.39,165.0,162.91,162.9881,15090600,20.4454460984,20.6469098858,20.3853823606,20.3951552312,105634305,0.0,1.0
2009-08-03 00:00:00+00:00,166.43,166.64,164.87,165.21,14080000,20.8258497714,20.8521276568,20.6306426234,20.6731877711,98560098,0.0,1.0
2009-08-04 00:00:00+00:00,165.55,165.57,164.21,164.93,14136100,20.7157329187,20.7182355745,20.5480549839,20.6381505907,98952798,0.0,1.0
2009-08-05 00:00:00+00:00,165.11,167.39,164.21,165.75,15113700,20.6606744924,20.9459772471,20.5480549839,20.7407594762,105796005,0.0,1.0
2009-08-06 00:00:00+00:00,163.91,166.51,163.09,165.58,12200600,20.5105151477,20.8358603944,20.4079062622,20.7194869023,85404285,0.0,1.0
2009-08-07 00:00:00+00:00,165.51,166.6,164.8,165.49,13834100,20.7107276072,20.8471223453,20.6218833283,20.7082249515,96838796,0.0,1.0
2009-08-10 00:00:00+00:00,164.72,166.6,163.66,165.66,10724800,20.6118727054,20.8471223453,20.4792319509,20.7294975253,75073675,0.0,1.0
2009-08-11 00:00:00+00:00,162.83,164.38,161.88,163.69,12690800,20.3753717376,20.5693275577,20.2564955897,20.4829859346,88835688,0.0,1.0
2009-08-12 00:00:00+00:00,165.31,166.71,162.46,162.55,15895400,20.6857010498,20.8608869519,20.3290726063,20.3403345572,111267911,0.0,1.0
2009-08-13 00:00:00+00:00,168.42,168.67,166.5,166.65,15713600,21.0748640179,21.1061472147,20.8346090666,20.8533789846,109995309,0.0,1.0
2009-08-14 00:00:00+00:00,166.78,168.2267,165.53,167.94,10922000,20.869646247,21.0506758502,20.713230263,21.0148002801,76454076,0.0,1.0
2009-08-17 00:00:00+00:00,159.59,163.59,159.42,163.55,18727900,19.9699415071,20.4704726558,19.9486689333,20.4654673444,131095431,0.0,1.0
2009-08-18 00:00:00+00:00,164.0,164.24,161.41,161.63,15398300,20.5217770986,20.5518089675,20.1976831798,20.225212393,107788207,0.0,1.0
2009-08-19 00:00:00+00:00,164.6,165.3,162.45,162.75,14759700,20.5968567709,20.6844497219,20.3278212784,20.3653611146,103318003,0.0,1.0
2009-08-20 00:00:00+00:00,166.33,166.72,164.61,164.98,12215400,20.8133364927,20.8621382797,20.5981080988,20.64440723,85507885,0.0,1.0
2009-08-21 00:00:00+00:00,169.22,169.37,166.8,167.65,14859800,21.1749702477,21.1937401658,20.8721489027,20.9785117718,104018704,0.0,1.0
2009-08-24 00:00:00+00:00,169.06,170.71,168.27,170.12,14533200,21.1549490017,21.3614181006,21.0560940999,21.2875897562,101732501,0.0,1.0
2009-08-25 00:00:00+00:00,169.4,170.94,169.13,169.4599,11584100,21.1974941494,21.3901986417,21.1637082969,21.2049896033,81088781,0.0,1.0
2009-08-26 00:00:00+00:00,167.41,169.55,166.76,168.92,10857100,20.9484799029,21.2162640675,20.8671435912,21.1374304115,75999775,0.0,1.0
2009-08-27 00:00:00+00:00,169.45,169.57,164.83,168.75,16042200,21.2037507888,21.2187667232,20.6256373119,21.1161578377,112295512,0.0,1.0
2009-08-28 00:00:00+00:00,170.05,172.49,168.53,172.27,16203600,21.2788304611,21.5841544618,21.0886286245,21.5566252486,113425313,0.0,1.0
2009-08-31 00:00:00+00:00,168.21,168.85,166.5,168.16,11119200,21.0485861326,21.1286711164,20.8346090666,21.0423294933,77834477,0.0,1.0
2009-09-01 00:00:00+00:00,165.298,170.0,164.94,167.99,16751000,20.6841994564,21.2725738217,20.6394019185,21.0210569195,117257117,0.0,1.0
2009-09-02 00:00:00+00:00,165.18,167.61,164.11,164.62,13008900,20.6694337875,20.9735064603,20.5355417052,20.5993594266,91062391,0.0,1.0
2009-09-03 00:00:00+00:00,166.55,167.1,165.0,166.44,10498400,20.8408657059,20.9096887389,20.6469098858,20.8271010993,73488873,0.0,1.0
2009-09-04 00:00:00+00:00,170.31,170.7,167.09,167.2757,13379600,21.3113649857,21.3601667727,20.908437411,20.9316745696,93657293,0.0,1.0
2009-09-08 00:00:00+00:00,172.93,173.14,172.0,172.98,11251700,21.6392128882,21.6654907735,21.5228393961,21.6454695275,78761978,0.0,1.0
2009-09-09 00:00:00+00:00,171.14,174.47,169.7,172.78,28967400,21.4152251991,21.8319173804,21.2350339855,21.6204429701,202772002,0.0,1.0
2009-09-10 00:00:00+00:00,172.56,173.25,170.81,172.06,17540500,21.5929137569,21.6792553801,21.3739313793,21.5303473633,122783622,0.0,1.0
2009-09-11 00:00:00+00:00,172.16,173.18,170.87,172.91,12462900,21.542860642,21.670496085,21.3814393466,21.6367102324,87240387,0.0,1.0
2009-09-14 00:00:00+00:00,173.72,173.9,170.25,170.83,11500400,21.73806779,21.7605916917,21.3038570185,21.3764340351,80502880,0.0,1.0
2009-09-15 00:00:00+00:00,175.16,175.65,173.59,174.04,15231100,21.9182590036,21.9795740693,21.7218005277,21.7781102819,106617806,0.0,1.0
2009-09-16 00:00:00+00:00,181.87,182.75,177.88,177.99,26929400,22.7579000056,22.8680168583,22.2586201847,22.2723847913,188505988,0.0,1.0
2009-09-17 00:00:00+00:00,184.55,186.79,181.97,181.98,28949000,23.0932558753,23.3735533186,22.7704132843,22.7716646122,202643202,0.0,1.0
2009-09-18 00:00:00+00:00,185.02,186.55,184.76,185.83,21485100,23.1520682852,23.3435214496,23.1195337606,23.2534258429,150395850,0.0,1.0
2009-09-21 00:00:00+00:00,184.02,185.16,181.62,184.29,15632700,23.0269354981,23.1695868755,22.7266168088,23.0607213506,109429009,0.0,1.0
2009-09-22 00:00:00+00:00,184.48,185.38,182.85,185.19,12741200,23.0844965802,23.1971160886,22.880530137,23.1733408591,89188489,0.0,1.0
2009-09-23 00:00:00+00:00,185.5,188.9,185.03,185.4,21198700,23.2121320231,23.6375834995,23.1533196131,23.1996187444,148391048,0.0,1.0
2009-09-24 00:00:00+00:00,183.82,187.7,182.77,187.2,19674300,23.0019089406,23.4874241549,22.8705195141,23.4248577613,137720237,0.0,1.0
2009-09-25 00:00:00+00:00,182.37,185.5,181.44,182.01,15901400,22.8204663992,23.2121320231,22.7040929071,22.7754185958,111309911,0.0,1.0
2009-09-28 00:00:00+00:00,186.1519,186.68,183.33,183.87,12051600,23.2937060871,23.359788712,22.9405938749,23.00816558,84361284,0.0,1.0
2009-09-29 00:00:00+00:00,185.38,187.4,184.31,186.73,12335200,23.1971160886,23.4498843187,23.0632240063,23.3660453513,86346486,0.0,1.0
2009-09-30 00:00:00+00:00,185.35,186.45,182.6127,186.13,19270900,23.193362105,23.3310081709,22.8508361267,23.290965679,134896434,0.0,1.0
